full_sq,life_sq,floor,max_floor,build_year,num_room,kitch_sq,sub_area,price_doc
79,44.0,2.0,17.0,2008.0,3.0,12.0,Poselenie Moskovskij,8700000
76,44.0,16.0,13.0,1976.0,3.0,10.0,Otradnoe,13500000
42,26.0,5.0,5.0,1961.0,2.0,5.0,Zjuzino,6500000
43,28.0,9.0,9.0,1970.0,2.0,4.0,Dmitrovskoe,7000000
29,17.0,2.0,5.0,1961.0,1.0,5.0,Vyhino-Zhulebino,5500000
32,17.0,3.0,9.0,1963.0,1.0,7.0,Shhukino,6950000
53,,3.0,12.0,2013.0,2.0,1.0,Tverskoe,3229589
58,34.0,14.0,17.0,1990.0,2.0,10.0,Mar'ino,2000000
41,20.0,9.0,12.0,1983.0,1.0,8.0,Juzhnoe Medvedkovo,6700000
38,18.0,6.0,17.0,1986.0,1.0,8.0,Solncevo,6100000
46,28.0,5.0,14.0,1977.0,2.0,6.0,Bibirevo,7000000
60,33.0,8.0,17.0,1998.0,2.0,10.0,Zapadnoe Degunino,1555000
93,55.0,7.0,19.0,2002.0,3.0,13.0,Koptevo,19200000
39,39.0,1.0,4.0,0.0,1.0,0.0,Poselenie Filimonkovskoe,3235879
63,38.0,5.0,,,,,Gol'janovo,7700000
32,19.0,5.0,9.0,1970.0,1.0,6.0,Caricyno,5000000
76,45.0,15.0,17.0,1984.0,3.0,10.0,Krylatskoe,14800000
38,23.0,9.0,9.0,1965.0,2.0,7.0,Rjazanskij,5000000
39,19.0,16.0,17.0,1983.0,1.0,8.0,Birjulevo Vostochnoe,5450000
59,30.0,21.0,24.0,1998.0,2.0,10.0,Jasenevo,7000000
34,1.0,6.0,17.0,2014.0,1.0,1.0,Poselenie Desjonovskoe,3613360
33,19.0,8.0,9.0,1971.0,1.0,6.0,Veshnjaki,5000000
120,58.0,16.0,22.0,2002.0,3.0,22.0,Hovrino,21800000
63,40.0,6.0,7.0,1959.0,2.0,9.0,Novogireevo,4000000
38,19.0,10.0,12.0,2005.0,1.0,7.0,Kosino-Uhtomskoe,5500000
41,24.0,3.0,9.0,1967.0,2.0,6.0,Danilovskoe,10425000
65,39.0,4.0,12.0,1980.0,3.0,8.0,Ljublino,8800000
38,19.0,9.0,16.0,1977.0,1.0,9.0,Nagornoe,7190000
59,29.0,8.0,15.0,2006.0,2.0,0.0,Juzhnoe Butovo,1000000
68,1.0,3.0,1.0,1.0,1.0,1.0,Krjukovo,6761700
43,27.0,4.0,9.0,1969.0,2.0,5.0,Pechatniki,6300000
35,19.0,1.0,5.0,1958.0,1.0,8.0,Sokolinaja Gora,5300000
40,20.0,6.0,12.0,1977.0,1.0,8.0,Ivanovskoe,6200000
40,,11.0,17.0,1.0,1.0,1.0,Poselenie Moskovskij,3862000
54,30.0,10.0,14.0,2002.0,2.0,5.0,Novogireevo,9600000
83,49.0,1.0,17.0,2002.0,3.0,10.0,Juzhnoe Butovo,9300000
38,18.0,10.0,17.0,2008.0,1.0,9.0,Poselenie Moskovskij,2076000
58,30.0,10.0,12.0,2004.0,2.0,11.0,Novogireevo,8900000
31,20.0,1.0,5.0,1960.0,1.0,5.0,Cheremushki,5700000
72,72.0,11.0,24.0,2014.0,2.0,1.0,Presnenskoe,21468610
55,,14.0,17.0,,2.0,1.0,Poselenie Desjonovskoe,5122364
76,46.0,1.0,,,,,Ajeroport,9000000
52,,11.0,,,,,Nekrasovka,4515059
65,35.0,8.0,9.0,1960.0,2.0,10.0,Begovoe,9600000
75,44.0,4.0,,,,,Kosino-Uhtomskoe,9000000
47,29.0,9.0,12.0,1969.0,2.0,6.0,Fili Davydkovo,9300000
41,25.0,4.0,5.0,1962.0,2.0,5.0,Ljublino,6350000
38,19.0,12.0,14.0,2000.0,1.0,8.0,Juzhnoe Butovo,5800000
53,22.0,11.0,14.0,2013.0,1.0,12.0,Zamoskvorech'e,12800000
37,22.0,2.0,12.0,1970.0,2.0,6.0,Solncevo,5400000
39,20.0,2.0,12.0,1978.0,1.0,8.0,Gol'janovo,5300000
73,35.0,12.0,24.0,2002.0,2.0,11.0,Kon'kovo,16000000
51,,3.0,17.0,2013.0,2.0,1.0,Poselenie Desjonovskoe,4311610
136,68.0,11.0,,,,,Prospekt Vernadskogo,40000000
41,20.0,8.0,14.0,1997.0,1.0,8.0,Matushkino,4500000
40,38.0,6.0,17.0,2014.0,1.0,1.0,Nekrasovka,4640000
38,19.0,4.0,,,,,Juzhnoe Butovo,2000000
62,,2.0,17.0,1.0,2.0,1.0,Nekrasovka,5999170
49,36.0,3.0,8.0,1963.0,2.0,6.0,Nagatino-Sadovniki,6900000
75,46.0,15.0,17.0,1991.0,3.0,10.0,Severnoe Butovo,11050000
38,19.0,9.0,16.0,1996.0,1.0,9.0,Troickij okrug,4800000
58,33.0,1.0,17.0,1983.0,2.0,10.0,Birjulevo Vostochnoe,8100000
56,35.0,2.0,5.0,1960.0,3.0,5.0,Danilovskoe,10600000
85,44.0,11.0,22.0,1989.0,3.0,10.0,Silino,9400000
35,21.0,3.0,9.0,1970.0,1.0,6.0,Gol'janovo,5100000
74,43.0,13.0,14.0,1996.0,3.0,10.0,Mar'ino,11700000
49,34.0,4.0,,,,,Veshnjaki,7000000
83,45.0,10.0,16.0,2006.0,3.0,10.0,Novo-Peredelkino,11200000
75,73.0,8.0,14.0,2002.0,3.0,10.0,Mar'ino,10700000
55,1.0,5.0,18.0,1.0,5.0,1.0,Nagatinskij Zaton,9376837
40,20.0,3.0,5.0,1995.0,1.0,8.0,Mar'ino,6000000
53,30.0,11.0,14.0,1986.0,2.0,8.0,Brateevo,7400000
38,19.0,14.0,16.0,1975.0,1.0,9.0,Staroe Krjukovo,3700000
51,51.0,12.0,17.0,2016.0,1.0,10.0,Poselenie Sosenskoe,5068440
46,46.0,6.0,17.0,2015.0,1.0,10.0,Filevskij Park,8615111
54,32.0,4.0,16.0,1979.0,2.0,9.0,Babushkinskoe,9000000
63,45.0,4.0,12.0,1981.0,3.0,6.0,Kapotnja,1100000
59,,15.0,17.0,,2.0,1.0,Nekrasovka,5997000
58,,2.0,25.0,2016.0,2.0,10.0,Mitino,7257447
43,29.0,1.0,5.0,1962.0,2.0,5.0,Shhukino,6500000
60,,21.0,24.0,,2.0,0.0,Chertanovo Central'noe,5391556
57,,14.0,17.0,,2.0,1.0,Poselenie Sosenskoe,5221200
54,32.0,1.0,16.0,1976.0,2.0,9.0,Jasenevo,8350000
43,28.0,1.0,9.0,1968.0,2.0,6.0,Novogireevo,5600000
71,39.0,9.0,,,,,Danilovskoe,15150000
40,25.0,2.0,16.0,1968.0,2.0,6.0,Juzhnoportovoe,5300000
60,39.0,7.0,15.0,1977.0,3.0,7.0,Kotlovka,12400000
65,43.0,11.0,12.0,1967.0,3.0,9.0,Juzhnoe Medvedkovo,5000000
42,23.0,10.0,12.0,2014.0,1.0,10.0,Poselenie Rjazanovskoe,1529745
60,42.0,7.0,9.0,1972.0,3.0,6.0,Jaroslavskoe,7050000
76,45.0,9.0,14.0,1993.0,3.0,10.0,Krjukovo,9800000
32,21.0,9.0,9.0,1964.0,1.0,5.0,Obruchevskoe,6000000
62,62.0,11.0,24.0,2014.0,2.0,1.0,Poselenie Vnukovskoe,7505406
61,31.0,14.0,,,,,Taganskoe,7800000
41,,2.0,2.0,,1.0,0.0,Krjukovo,2847100
45,31.0,4.0,5.0,1968.0,2.0,6.0,Ochakovo-Matveevskoe,6200000
41,22.0,5.0,14.0,1972.0,2.0,5.0,Moskvorech'e-Saburovo,6100000
38,19.0,10.0,16.0,1979.0,1.0,9.0,Butyrskoe,7500000
57,38.0,2.0,9.0,1970.0,3.0,6.0,Chertanovo Central'noe,1000000
38,23.0,2.0,12.0,1972.0,2.0,5.0,Tekstil'shhiki,7100000
56,32.0,17.0,,,,,Presnenskoe,8300000
34,19.0,2.0,12.0,1968.0,1.0,9.0,Severnoe Medvedkovo,5850000
45,1.0,21.0,25.0,2013.0,3.0,1.0,Poselenie Sosenskoe,4868500
37,19.0,11.0,12.0,2000.0,1.0,7.0,Juzhnoe Butovo,5600000
34,19.0,1.0,9.0,1971.0,1.0,6.0,Vostochnoe Izmajlovo,4600000
121,59.0,2.0,10.0,2004.0,3.0,13.0,Kurkino,18250000
42,26.0,4.0,,,,,Nagatinskij Zaton,6400000
44,28.0,5.0,9.0,1969.0,2.0,6.0,Altuf'evskoe,6300000
36,36.0,18.0,1.0,2014.0,1.0,1.0,Strogino,7327340
43,18.0,2.0,,,,,Poselenie Voskresenskoe,3491971
31,17.0,5.0,6.0,1961.0,1.0,6.0,Izmajlovo,6000000
33,19.0,4.0,9.0,1971.0,1.0,6.0,Vostochnoe Degunino,5450000
65,35.0,16.0,0.0,0.0,2.0,0.0,Poselenie Voskresenskoe,6432000
49,,16.0,1.0,,1.0,1.0,Poselenie Moskovskij,5803478
62,62.0,17.0,24.0,2015.0,2.0,1.0,Nagornoe,14864928
35,16.0,8.0,9.0,1970.0,1.0,8.0,Begovoe,10500000
37,22.0,8.0,9.0,1965.0,2.0,7.0,Zjuzino,6400000
62,38.0,4.0,9.0,1977.0,3.0,7.0,Orehovo-Borisovo Severnoe,9750000
44,29.0,1.0,9.0,1969.0,2.0,6.0,Chertanovo Central'noe,1000000
40,20.0,9.0,14.0,2005.0,1.0,8.0,Altuf'evskoe,2000000
33,19.0,6.0,9.0,1968.0,1.0,6.0,Severnoe Medvedkovo,5600000
37,19.0,9.0,12.0,1998.0,1.0,8.0,Filevskij Park,7600000
32,32.0,3.0,12.0,1971.0,1.0,8.0,Shhukino,7000000
53,32.0,8.0,17.0,1984.0,2.0,9.0,Orehovo-Borisovo Severnoe,9700000
60,34.0,13.0,17.0,2002.0,2.0,13.0,Severnoe Butovo,10500000
38,20.0,3.0,,,,,Otradnoe,5500000
44,28.0,5.0,5.0,1965.0,1.0,5.0,Severnoe Tushino,7000000
40,40.0,4.0,,,,,Poselenie Moskovskij,3555356
20,12.0,5.0,20.0,1973.0,1.0,3.0,Nagornoe,4300000
66,44.0,10.0,,,,,Vyhino-Zhulebino,9000000
39,17.0,12.0,15.0,2009.0,1.0,8.0,Juzhnoe Butovo,2000000
38,18.0,6.0,17.0,2005.0,1.0,7.0,Kosino-Uhtomskoe,6600000
36,21.0,9.0,9.0,1972.0,1.0,9.0,Veshnjaki,3950440
51,34.0,6.0,9.0,1978.0,3.0,6.0,Jasenevo,8500000
58,43.0,1.0,12.0,1971.0,3.0,6.0,Chertanovo Juzhnoe,1000000
56,42.0,3.0,8.0,1961.0,3.0,6.0,Taganskoe,10600000
76,37.0,20.0,30.0,2011.0,2.0,14.0,Zjuzino,16010549
42,20.0,10.0,14.0,1984.0,1.0,8.0,Dmitrovskoe,1000000
78,49.0,9.0,14.0,1992.0,3.0,8.0,Severnoe Butovo,9800000
57,29.0,10.0,17.0,1.0,2.0,1.0,Timirjazevskoe,1200000
38,19.0,1.0,17.0,2003.0,1.0,7.0,Severnoe Izmajlovo,5900000
38,19.0,4.0,22.0,1995.0,1.0,10.0,Otradnoe,6800000
66,39.0,6.0,9.0,1983.0,3.0,8.0,Poselenie Shherbinka,7100000
31,17.0,4.0,5.0,1968.0,1.0,5.0,Altuf'evskoe,5100000
59,32.0,14.0,17.0,2011.0,2.0,12.0,Poselenie Vnukovskoe,3203200
36,19.0,9.0,17.0,2004.0,1.0,7.0,Birjulevo Vostochnoe,6300000
35,14.0,2.0,17.0,2001.0,1.0,9.0,Horoshevskoe,6300000
30,18.0,4.0,5.0,1963.0,1.0,5.0,Juzhnoportovoe,6800000
47,30.0,4.0,12.0,1973.0,2.0,6.0,Mozhajskoe,6600000
39,19.0,9.0,14.0,1974.0,1.0,9.0,Ochakovo-Matveevskoe,6600000
74,39.0,6.0,16.0,1996.0,3.0,10.0,Mitino,13400000
56,37.0,4.0,9.0,1979.0,3.0,7.0,Poselenie Shherbinka,5650000
31,19.0,3.0,5.0,1963.0,1.0,5.0,Zjuzino,5000000
37,22.0,9.0,5.0,1961.0,2.0,7.0,Lefortovo,6700000
187,112.0,17.0,40.0,2012.0,4.0,4.0,Sokol,6120000
100,64.0,7.0,22.0,1991.0,4.0,10.0,Novokosino,14000000
34,25.0,6.0,,,,,Presnenskoe,7650000
41,21.0,5.0,12.0,1995.0,1.0,8.0,Mar'ino,6425000
77,31.0,13.0,16.0,2015.0,2.0,14.0,Poselenie Sosenskoe,6760600
56,35.0,9.0,24.0,2017.0,2.0,10.0,Nagatinskij Zaton,8995115
34,19.0,4.0,14.0,1960.0,1.0,9.0,Vojkovskoe,3000000
85,85.0,2.0,9.0,2013.0,3.0,1.0,Poselenie Sosenskoe,8333760
42,23.0,7.0,14.0,1970.0,2.0,6.0,Severnoe Medvedkovo,7500000
51,30.0,10.0,17.0,1985.0,2.0,8.0,Krylatskoe,11200000
60,41.0,6.0,9.0,1976.0,3.0,6.0,Cheremushki,9400000
54,32.0,2.0,,,,,Nagornoe,12000000
46,46.0,4.0,17.0,2016.0,1.0,8.0,Poselenie Moskovskij,5835113
46,28.0,3.0,12.0,1980.0,2.0,6.0,Strogino,9200000
37,36.0,11.0,16.0,1981.0,1.0,8.0,Mar'ino,5100000
51,30.0,5.0,17.0,2005.0,2.0,9.0,Chertanovo Juzhnoe,7700000
44,27.0,9.0,9.0,1977.0,2.0,6.0,Jasenevo,2000000
37,,9.0,1.0,1.0,1.0,1.0,Krylatskoe,6264739
63,60.0,14.0,0.0,2015.0,2.0,0.0,Nagornoe,12957979
44,29.0,4.0,5.0,1964.0,2.0,5.0,Presnenskoe,1000000
121,74.0,6.0,7.0,2006.0,4.0,10.0,Kuncevo,44600000
37,19.0,6.0,14.0,2006.0,1.0,7.0,Kosino-Uhtomskoe,5500000
56,32.0,2.0,4.0,1952.0,3.0,7.0,Butyrskoe,10500000
38,19.0,4.0,14.0,1973.0,1.0,9.0,Veshnjaki,5600000
53,29.0,14.0,14.0,2004.0,2.0,8.0,Staroe Krjukovo,1000000
30,16.0,3.0,4.0,1962.0,1.0,6.0,Pechatniki,2000000
63,44.0,3.0,12.0,1974.0,3.0,7.0,Timirjazevskoe,10650000
74,43.0,6.0,17.0,2001.0,3.0,12.0,Koptevo,17600000
63,37.0,7.0,14.0,1987.0,3.0,8.0,Novokosino,7700000
51,30.0,3.0,12.0,1972.0,2.0,7.0,Ivanovskoe,7200000
57,34.0,1.0,5.0,1953.0,2.0,8.0,Izmajlovo,10400000
67,34.0,8.0,17.0,2004.0,2.0,12.0,Severnoe Butovo,11600000
46,14.0,3.0,9.0,1967.0,2.0,6.0,Hovrino,8100000
79,44.0,3.0,14.0,2003.0,3.0,12.0,Zapadnoe Degunino,12900000
38,37.0,5.0,17.0,2009.0,1.0,7.0,Poselenie Moskovskij,2000000
64,43.0,11.0,12.0,1974.0,3.0,6.0,Orehovo-Borisovo Juzhnoe,8400000
51,51.0,6.0,14.0,1991.0,2.0,8.0,Krjukovo,6200000
84,53.0,2.0,14.0,1987.0,4.0,8.0,Kuncevo,9000000
61,26.0,2.0,14.0,2001.0,1.0,19.0,Taganskoe,23000000
58,58.0,14.0,14.0,2015.0,2.0,1.0,Nagornoe,11425550
42,28.0,5.0,5.0,1958.0,2.0,5.0,Begovoe,7700000
48,30.0,3.0,14.0,1974.0,2.0,8.0,Taganskoe,9200000
40,26.0,1.0,9.0,1967.0,2.0,5.0,Jakimanka,7700000
76,40.0,16.0,,,,,Taganskoe,4500000
54,32.0,9.0,12.0,1995.0,2.0,9.0,Mar'ino,9200000
75,44.0,8.0,12.0,1999.0,3.0,10.0,Beskudnikovskoe,15200000
53,34.0,1.0,16.0,1981.0,3.0,7.0,Birjulevo Zapadnoe,4355000
29,,6.0,,,,,Mitino,4650776
46,46.0,10.0,24.0,1.0,1.0,1.0,Poselenie Vnukovskoe,5886119
54,34.0,4.0,5.0,1959.0,3.0,6.0,Bogorodskoe,8250000
37,19.0,9.0,17.0,2012.0,1.0,6.0,Zjuzino,4970000
81,44.0,14.0,17.0,2002.0,3.0,10.0,Juzhnoe Butovo,11650000
82,50.0,1.0,16.0,1978.0,4.0,11.0,Losinoostrovskoe,6000000
39,19.0,14.0,17.0,1995.0,1.0,8.0,Gol'janovo,6800000
91,62.0,3.0,5.0,1953.0,3.0,9.0,Butyrskoe,14500000
41,20.0,14.0,14.0,2001.0,1.0,8.0,Altuf'evskoe,6100000
47,27.0,1.0,4.0,1950.0,2.0,6.0,Jaroslavskoe,6000000
76,45.0,25.0,25.0,2009.0,3.0,8.0,Bogorodskoe,8909400
66,36.0,10.0,17.0,2013.0,2.0,16.0,Poselenie Sosenskoe,3966899
46,44.0,15.0,25.0,2013.0,1.0,1.0,Nekrasovka,4851000
41,20.0,8.0,12.0,2000.0,1.0,8.0,Juzhnoe Butovo,6300000
46,28.0,9.0,9.0,1.0,2.0,6.0,Veshnjaki,6700000
60,33.0,7.0,17.0,2005.0,2.0,12.0,Beskudnikovskoe,8000000
58,,8.0,,,,,Poselenie Sosenskoe,4535300
42,28.0,2.0,9.0,1970.0,2.0,5.0,Koptevo,2000000
91,49.0,3.0,5.0,1965.0,3.0,16.0,Perovo,10860000
74,43.0,14.0,17.0,1991.0,3.0,10.0,Novo-Peredelkino,8350000
83,47.0,15.0,16.0,2001.0,3.0,11.0,Levoberezhnoe,13600000
55,34.0,4.0,5.0,1958.0,2.0,7.0,Marfino,8750000
42,38.0,8.0,20.0,2002.0,1.0,9.0,Horoshevo-Mnevniki,9100000
38,19.0,2.0,17.0,1987.0,1.0,8.0,Chertanovo Severnoe,3000000
41,21.0,5.0,14.0,1991.0,1.0,8.0,Krjukovo,4650000
31,30.0,2.0,2.0,2015.0,1.0,0.0,Poselenie Filimonkovskoe,2365128
126,126.0,8.0,28.0,2013.0,3.0,12.0,Obruchevskoe,22315422
49,47.0,4.0,14.0,1971.0,2.0,9.0,Chertanovo Juzhnoe,7050000
41,41.0,3.0,20.0,2014.0,1.0,10.0,Poselenie Desjonovskoe,4697387
55,35.0,2.0,9.0,1960.0,2.0,8.0,Begovoe,9750000
37,,2.0,0.0,,1.0,0.0,Poselenie Shherbinka,3045906
54,30.0,9.0,14.0,1993.0,2.0,8.0,Birjulevo Zapadnoe,6350000
72,50.0,4.0,5.0,1960.0,3.0,9.0,Kuncevo,11900000
36,19.0,14.0,14.0,1974.0,1.0,8.0,Nagatinskij Zaton,7700000
37,19.0,10.0,,,,,Lefortovo,7700000
38,38.0,4.0,17.0,2014.0,1.0,1.0,Poselenie Vnukovskoe,4785666
45,1.0,7.0,0.0,2014.0,1.0,1.0,Poselenie Sosenskoe,5735028
40,25.0,4.0,5.0,,2.0,5.0,Caricyno,2000000
47,31.0,7.0,9.0,1968.0,2.0,6.0,Caricyno,6650000
63,,2.0,16.0,,2.0,0.0,Poselenie Voskresenskoe,6292800
75,44.0,17.0,17.0,2011.0,3.0,9.0,Poselenie Moskovskij,4234000
40,,5.0,1.0,,1.0,1.0,Poselenie Sosenskoe,3843450
29,15.0,10.0,12.0,1971.0,1.0,6.0,Chertanovo Juzhnoe,5640000
62,44.0,7.0,9.0,1966.0,3.0,7.0,Savelki,7100000
38,18.0,5.0,12.0,2005.0,1.0,7.0,Kosino-Uhtomskoe,6600000
48,48.0,3.0,22.0,2014.0,1.0,1.0,Poselenie Moskovskij,6348703
63,42.0,2.0,15.0,2011.0,2.0,6.0,Poselenie Shherbinka,5090904
64,,15.0,17.0,,2.0,1.0,Poselenie Moskovskij,5323456
74,74.0,5.0,17.0,2013.0,3.0,0.0,Nekrasovka,5500000
43,18.0,8.0,,,,,Poselenie Voskresenskoe,4238000
39,23.0,13.0,17.0,1974.0,2.0,6.0,Chertanovo Juzhnoe,7150000
38,20.0,2.0,12.0,1979.0,1.0,8.0,Otradnoe,6100000
51,51.0,4.0,1.0,2015.0,1.0,1.0,Poselenie Sosenskoe,4637490
38,38.0,10.0,16.0,2014.0,1.0,0.0,Nekrasovka,4268000
32,17.0,3.0,12.0,1981.0,1.0,6.0,Ljublino,5500000
37,19.0,2.0,16.0,1982.0,1.0,8.0,Dmitrovskoe,5100000
57,38.0,9.0,9.0,1977.0,3.0,5.0,Chertanovo Juzhnoe,8050000
70,,15.0,1.0,,2.0,1.0,Tverskoe,5160747
64,63.0,6.0,9.0,2015.0,3.0,1.0,Poselenie Filimonkovskoe,4378116
59,37.0,2.0,5.0,1965.0,3.0,6.0,Nagornoe,8800000
37,18.0,7.0,17.0,1993.0,1.0,8.0,Juzhnoe Butovo,6000000
36,20.0,6.0,9.0,1975.0,1.0,6.0,Orehovo-Borisovo Juzhnoe,6050000
38,19.0,12.0,22.0,1989.0,1.0,10.0,Solncevo,5900000
29,17.0,5.0,,,,,Poselenie Novofedorovskoe,3000000
179,179.0,3.0,3.0,2007.0,3.0,0.0,Poselenie Shherbinka,8500000
91,,9.0,16.0,2014.0,3.0,10.0,Poselenie Sosenskoe,7233340
60,33.0,13.0,15.0,1988.0,2.0,10.0,Kotlovka,11700000
74,40.0,4.0,13.0,2001.0,3.0,0.0,Severnoe Butovo,11300000
75,35.0,9.0,22.0,2014.0,2.0,10.0,Ramenki,12168380
51,33.0,4.0,5.0,1960.0,3.0,6.0,Akademicheskoe,9600000
41,18.0,11.0,22.0,2014.0,1.0,1.0,Tverskoe,4534920
41,21.0,12.0,12.0,1979.0,1.0,8.0,Savelki,4950000
43,43.0,14.0,17.0,2015.0,1.0,10.0,Poselenie Sosenskoe,5301513
60,43.0,7.0,9.0,1978.0,3.0,6.0,Jasenevo,10200000
72,51.0,5.0,5.0,1958.0,3.0,7.0,Ramenki,13800000
31,12.0,6.0,25.0,2013.0,1.0,10.0,Poselenie Sosenskoe,3732000
35,,2.0,,,,,Zapadnoe Degunino,3639042
99,64.0,9.0,22.0,1999.0,4.0,10.0,Krylatskoe,20000000
84,1.0,7.0,15.0,2017.0,3.0,1.0,Poselenie Sosenskoe,6359010
35,19.0,6.0,12.0,1974.0,1.0,9.0,Severnoe Medvedkovo,6200000
32,21.0,6.0,9.0,1962.0,1.0,5.0,Alekseevskoe,7250000
76,,2.0,2.0,2014.0,3.0,1.0,Tverskoe,7109155
37,19.0,12.0,,,,,Krjukovo,4300000
54,36.0,4.0,5.0,1962.0,3.0,5.0,Alekseevskoe,9000000
59,42.0,5.0,5.0,1970.0,3.0,5.0,Bogorodskoe,7200000
27,27.0,2.0,1.0,1.0,1.0,1.0,Poselenie Shherbinka,2574464
75,44.0,14.0,17.0,2004.0,3.0,12.0,Gol'janovo,16000000
49,1.0,12.0,1.0,1.0,1.0,1.0,Poselenie Sosenskoe,4364990
38,19.0,9.0,16.0,1974.0,1.0,9.0,Birjulevo Zapadnoe,4800000
35,19.0,3.0,5.0,1960.0,1.0,8.0,Perovo,5580000
64,44.0,7.0,12.0,1973.0,3.0,7.0,Ivanovskoe,8650000
42,20.0,4.0,12.0,1972.0,1.0,8.0,Jaroslavskoe,5900000
34,20.0,15.0,17.0,2014.0,1.0,9.0,Chertanovo Central'noe,6475650
55,55.0,3.0,17.0,2015.0,2.0,1.0,Poselenie Sosenskoe,5479560
62,45.0,6.0,12.0,1972.0,3.0,6.0,Mar'ino,7950000
13,9.0,4.0,5.0,1962.0,1.0,1.0,Horoshevo-Mnevniki,3650000
72,51.0,6.0,6.0,1959.0,3.0,7.0,Juzhnoportovoe,11600000
81,53.0,5.0,5.0,1960.0,3.0,9.0,Bogorodskoe,12000000
45,30.0,10.0,27.0,2013.0,3.0,6.0,Sokolinaja Gora,4480000
36,22.0,5.0,9.0,1965.0,2.0,7.0,Beskudnikovskoe,6200000
40,20.0,12.0,12.0,1995.0,1.0,8.0,Vyhino-Zhulebino,6400000
79,79.0,14.0,,,,,Severnoe Tushino,13702000
40,,10.0,17.0,,1.0,1.0,Poselenie Vnukovskoe,4352440
38,19.0,5.0,16.0,1991.0,1.0,10.0,Nekrasovka,4700000
37,18.0,6.0,17.0,2012.0,1.0,9.0,Poselenie Vnukovskoe,2528400
52,30.0,3.0,12.0,2000.0,2.0,9.0,Mar'ino,9250000
123,123.0,3.0,10.0,2013.0,3.0,123.0,Poselenie Voskresenskoe,8287230
36,21.0,2.0,9.0,1976.0,1.0,6.0,Bibirevo,6000000
44,44.0,11.0,17.0,2016.0,1.0,10.0,Poselenie Sosenskoe,5382910
38,38.0,12.0,17.0,0.0,1.0,0.0,Zapadnoe Degunino,4970475
44,17.0,16.0,22.0,2004.0,1.0,10.0,Obruchevskoe,9500000
64,41.0,8.0,9.0,1965.0,3.0,7.0,Savelovskoe,15000000
64,43.0,11.0,12.0,1974.0,3.0,7.0,Nagatino-Sadovniki,9600000
51,30.0,6.0,12.0,1973.0,2.0,9.0,Chertanovo Juzhnoe,7500000
39,22.0,12.0,12.0,1966.0,2.0,7.0,Severnoe Izmajlovo,2000000
36,17.0,1.0,,,,,Taganskoe,5900000
50,23.0,16.0,16.0,2004.0,1.0,11.0,Obruchevskoe,11750000
47,30.0,12.0,,,,,Otradnoe,7550000
115,55.0,15.0,30.0,2010.0,3.0,15.0,Zjuzino,21900116
84,50.0,10.0,17.0,2003.0,3.0,10.0,Juzhnoe Butovo,10750000
45,28.0,5.0,9.0,1968.0,2.0,6.0,Gol'janovo,7500000
59,35.0,3.0,5.0,1958.0,2.0,8.0,Sokolinaja Gora,8000000
58,33.0,15.0,22.0,2010.0,2.0,10.0,Kurkino,11000000
63,60.0,4.0,17.0,2015.0,2.0,10.0,Nekrasovka,5903808
61,,2.0,17.0,,2.0,0.0,Solncevo,5485702
78,50.0,7.0,10.0,1958.0,3.0,7.0,Danilovskoe,17500000
30,18.0,2.0,5.0,1961.0,1.0,5.0,Bogorodskoe,5300000
66,44.0,12.0,12.0,1968.0,3.0,9.0,Gol'janovo,8000000
34,20.0,8.0,,,,,Timirjazevskoe,1000000
25,11.0,3.0,3.0,2014.0,1.0,6.0,Perovo,1496307
90,90.0,9.0,9.0,2014.0,2.0,1.0,Izmajlovo,17701164
43,18.0,17.0,24.0,2014.0,1.0,1.0,Poselenie Voskresenskoe,5048040
51,31.0,15.0,17.0,1997.0,2.0,8.0,Sviblovo,9700000
57,35.0,2.0,8.0,1959.0,2.0,12.0,Nagatino-Sadovniki,9000000
76,45.0,16.0,17.0,2011.0,3.0,12.0,Nekrasovka,7486000
39,22.0,10.0,12.0,1966.0,2.0,7.0,Perovo,7200000
72,43.0,14.0,17.0,1990.0,3.0,10.0,Severnoe Butovo,12000000
50,30.0,17.0,17.0,1994.0,2.0,8.0,Juzhnoe Butovo,7400000
81,43.0,7.0,23.0,2005.0,3.0,10.0,Rjazanskij,14900000
45,28.0,9.0,9.0,1970.0,2.0,6.0,Kon'kovo,8300000
49,,11.0,1.0,2014.0,3.0,1.0,Tverskoe,6100900
56,,10.0,10.0,,2.0,1.0,Chertanovo Central'noe,10241077
85,,4.0,,,,,Poselenie Moskovskij,8791222
64,43.0,7.0,9.0,1969.0,3.0,7.0,Chertanovo Severnoe,9000000
33,19.0,8.0,9.0,1970.0,1.0,6.0,Veshnjaki,5200000
42,26.0,4.0,5.0,1963.0,2.0,5.0,Butyrskoe,7500000
54,39.0,4.0,5.0,1964.0,3.0,1.0,Tverskoe,11800000
35,20.0,10.0,12.0,1969.0,1.0,9.0,Novogireevo,6500000
44,44.0,10.0,10.0,2015.0,1.0,10.0,Poselenie Sosenskoe,5709590
78,,10.0,12.0,0.0,3.0,0.0,Poselenie Desjonovskoe,6571833
60,55.0,15.0,,,,,Poselenie Voskresenskoe,4928820
57,38.0,4.0,9.0,1970.0,3.0,5.0,Presnenskoe,11400000
66,44.0,9.0,12.0,1966.0,3.0,9.0,Nagatinskij Zaton,1000000
82,45.0,13.0,25.0,2010.0,3.0,9.0,Novo-Peredelkino,7708000
42,38.0,15.0,22.0,1982.0,1.0,1.0,Jasenevo,7100000
